text,DATE,VOTES,prediction,profanity_emoji
snow day tmrw guys trust,2026-02-23T03:06:16.819Z,16,1,🟢
giving up lent for lent,2026-02-23T03:02:59.075Z,25,1,🟢
God if the snow causes work to be canceled tomorrow and possibly for the rest of the week I swear I will be the holiest woman on Earth for lent,2026-02-23T02:56:04.960Z,17,1,🟢
IT'S ANOTHER WEEK AHHHHHHHHHHH,2026-02-23T02:51:21.836Z,54,1,🟢
Is there anybody who is looking for a roommate to live with in ryan next year girl btw,2026-02-23T02:45:30.459Z,13,1,🟢
false springs are my tenth reason cause wdym it’s gonna be 14 degrees tmw 🫩,2026-02-23T02:24:51.240Z,62,0,🟢
since big tex beat the beast is he the new beast,2026-02-23T02:20:46.885Z,15,1,🟢
mercyhurst wifi. my mortal enemy.,2026-02-23T02:08:22.674Z,23,1,🟢
If that fuckass craveable app lies about having ground beef one more time istg,2026-02-23T01:54:46.293Z,38,0,🟡
how u going to hangout with the same ppl who prove over and over they aren’t worth it get a grip 😭,2026-02-23T00:28:56.185Z,38,1,🟢
I’m panicking because I have an application due soon and idk if the professors I asked have written or sent the letters of rec they agreed to. I’m spiraling because it’s out of my control and I don’t want to seem insane by asking them if they’ve done it,2026-02-23T00:20:39.416Z,18,1,🟢
Now why the hell are we using the dryer for 2+ hours on the same load on Lewis,2026-02-23T00:06:48.980Z,19,0,🟢
A portion of proceeds goes to charity,2026-02-22T23:47:08.127Z,-2,1,🟢
Nvm guys he turned out to be weird and creepy and obsessed with me. fml,2026-02-22T22:45:44.010Z,47,0,🟢
Women’s soccer.,2026-02-22T22:28:17.270Z,7,1,🟢
why do all the fine men go to grotto when I’m looking a mess like I promise I’m not ugly,2026-02-22T22:25:12.244Z,20,1,🟢
Can someone break down what’s going on with housing for next year???,2026-02-22T22:18:34.881Z,8,1,🟢
lowkirknuinely a crime that 501 is closed on the weekends,2026-02-22T22:07:56.195Z,98,1,🟢
say ahhhhhhhhh,2026-02-22T20:38:57.951Z,29,1,🟢
Hear me out…,2026-02-22T18:05:37.786Z,35,1,🟢
if i see u spit ur zyn out on campus it’s on site. fucking nasty ass weirdos,2026-02-22T18:04:23.977Z,72,0,🟡
Did they send a housing email out i didn’t get one,2026-02-22T17:43:57.330Z,20,1,🟢
when is housing due?? like when do we officially have to choose who we live with,2026-02-22T17:31:16.146Z,11,1,🟢
what's the housing portal?,2026-02-22T17:05:49.616Z,1,1,🟢
All the new housing option for upperclassmen is to live in Baldwin or McAuley alone. They’re just making it a formal option to chose off the back since they can’t fill those rooms.,2026-02-22T16:54:42.840Z,20,0,🟢
Canada is a sorry ass country 😹😹😹😹 ROLL MERICA 🇺🇸🇺🇸🇺🇸 Always hockey country ✌️✌️,2026-02-22T16:54:02.557Z,53,0,🟡
WHAT THE FUCK IS A KILOMETER,2026-02-22T16:35:03.711Z,35,0,🟡
Junior girl looking for roommates for next semester preferably want to live in Lewis DM if interested,2026-02-22T16:24:16.337Z,8,1,🟢
fuck canada oml,2026-02-22T16:24:08.441Z,17,1,🟡
Hughes brothers own OT,2026-02-22T16:21:31.519Z,29,1,🟢
America has 51 states today,2026-02-22T16:20:22.788Z,63,1,🟢
🚨USA MENS HOCKEY GOLD🚨 Nothing like Canadian tears! Suck it 51st State! 🥇🗣️🗣️🗣️🔥🔥🔥,2026-02-22T16:19:05.652Z,68,1,🔴
new housing options?,2026-02-22T16:13:29.279Z,11,1,🟢
🇺🇸,2026-02-22T16:12:02.283Z,114,1,🟢
CUE FREE BIRD,2026-02-22T15:53:59.170Z,115,1,🟢
What happened at sully’s? I live under a rock fr.,2026-02-22T15:22:43.739Z,3,1,🟢
Football players try not to smoke weed literally all day challenge impossible,2026-02-22T14:46:26.966Z,16,1,🟢
RISE N SHINE BITCHES ITS CANADA VS USA,2026-02-22T12:51:03.817Z,22,1,🟡
fake spring is over 😢,2026-02-22T12:28:24.902Z,60,1,🟢
3:16 am,2026-02-22T08:16:29.224Z,87,1,🟢
I’m disappointed in you sullies 💔,2026-02-22T07:38:45.372Z,39,0,🟢
yo up outside lewis,2026-02-22T07:00:11.767Z,11,1,🟢
Gonna fuckin end it atp,2026-02-22T06:05:14.211Z,1,0,🟡
Boycotting Sullivans,2026-02-22T05:23:05.211Z,57,1,🟢
Warde townhouse #7 the move!!! Everyone side NOW!!!!!!,2026-02-22T05:02:17.207Z,13,1,🟢
warde townhouse 7 let’s goo!! FREE SHOTS! BOTTLES OF TITOS!!!,2026-02-22T05:01:01.107Z,22,1,🟢
WARDE TOWNHOUSE 7!!!!,2026-02-22T04:53:44.108Z,15,1,🟢
warde townhouse 7!!!,2026-02-22T04:48:15.352Z,15,1,🟢
warde townhouse 7 let’s turn up!!!,2026-02-22T04:48:06.679Z,14,1,🟢
Slide townhouse 7!!!! Football house 12:15 Fuck sullies,2026-02-22T04:42:17.194Z,14,1,🟡
House party warde town house 7!!!!!12:15,2026-02-22T04:40:45.682Z,10,1,🟢
WARDE TOWNHOUSE 7!!! TMUUU!! everyone slide!!!,2026-02-22T04:40:18.250Z,17,1,🟢
Sullies is turning all guys down,2026-02-22T04:31:48.973Z,15,1,🟢
max ingerman caught pounding fat torta in warde ‼️‼️,2026-02-22T04:30:53.721Z,24,1,🟢
Sullys really cracking down,2026-02-22T04:19:27.071Z,17,1,🟢
Sullies dead bro,2026-02-22T04:16:39.393Z,35,0,🟢
"guys they are turning away EVERYONE with a fake at sullys, unless it’s a top notch fake, and they are also quizzing you on your ID. wow",2026-02-22T04:15:35.877Z,34,1,🟢
Sullies is packed rn bro,2026-02-22T04:03:06.483Z,-3,1,🟢
Rager at mercy apartment 200!!! 🚨🚨🚨Free shots to baddies!!!,2026-02-22T03:44:25.847Z,7,1,🟢
I’m here mate,2026-02-22T03:39:14.404Z,1,1,🟢
What just happened at sullivans??,2026-02-22T03:38:58.629Z,-1,1,🟢
is sullies genuinely letting people in,2026-02-22T03:37:52.914Z,10,1,🟢
sullies tn!!! you’ll be fine,2026-02-22T03:33:50.195Z,15,1,🟢
"to the one at swipe that gave me perfect portions, i kiss you",2026-02-22T03:32:15.506Z,11,1,🟢
Pop out at sullys tn?,2026-02-22T03:25:12.477Z,16,1,🟢
GUYS its last 9 and NO ONE is here wtf at warde townhouse #4,2026-02-22T03:19:51.381Z,5,0,🟢
I feel like a complete unknown when I can’t find a job,2026-02-22T03:00:20.125Z,4,1,🟢
"Say fort 
Now say it three times 

What do you eat soup with?",2026-02-22T02:46:06.618Z,3,1,🟢
some of you need to learn to turn your music the FUCK down… I’m talking to you room 339,2026-02-22T02:37:00.586Z,-2,1,🟡
ok so sullies tonight or what??????,2026-02-22T01:40:42.999Z,37,1,🟢
@sullies do an all white diddy style party next weekend to honour manager drew,2026-02-22T01:38:11.949Z,23,1,🟢
Yeaaaaaahhhhh Sully’s tn,2026-02-22T00:55:22.518Z,31,1,🟢
Basketball W win. That means I think we should all give sullies a good one tonight,2026-02-22T00:25:54.422Z,49,1,🟢
where we goin tn lakers?,2026-02-21T23:57:50.071Z,20,1,🟢
wsoc throwing ton?,2026-02-21T23:23:28.965Z,11,1,🟢
Is lax throwing tn? Please save us🙏🙏,2026-02-21T23:12:17.025Z,12,1,🟢
"Am I the only one whose Yak match never replied to them, I sent them a message 24 hours ago and I’ve yet to get a response :(",2026-02-21T22:31:50.096Z,6,0,🟢
Mate last night was classs,2026-02-21T22:26:31.674Z,8,1,🟢
football shaking ass with the dance team was the highlight of my weekend,2026-02-21T22:16:55.960Z,72,1,🟡
i loved the halftime show today!!,2026-02-21T21:56:39.358Z,84,1,🟢
Weirded out my yak match and all I did was ask questions to get to know them lol,2026-02-21T21:49:45.989Z,6,1,🟢
Just saw the Mercyhurst frame mogger at grotto,2026-02-21T21:44:39.001Z,15,1,🟢
Warde townhouse #4 throwing tn at 9 be there!!,2026-02-21T21:35:00.802Z,15,1,🟢
Desean Jackson Jr😤,2026-02-21T21:34:11.286Z,32,1,🟢
Qadir Martin💪🏽,2026-02-21T21:33:33.860Z,51,1,🟢
Both basketball teams won!! Lakers better be outside tonight,2026-02-21T21:33:02.750Z,62,1,🟢
fuck police and safety stupid fuckers gave me a fucking ticket,2026-02-21T21:05:11.081Z,5,0,🟡
Please Sullivans tn.,2026-02-21T20:42:10.713Z,37,1,🟢
having a commuter bf is great i actually get good food,2026-02-21T20:30:55.153Z,15,1,🟢
bullying your autistic roommate is not cute.,2026-02-21T19:52:49.311Z,23,0,🟢
Sullies tn. Manager is gone,2026-02-21T19:50:38.780Z,-1,1,🟢
So am I a rebound or does he like me,2026-02-21T18:23:07.534Z,27,1,🟢
Yo can the mf with the silver Mustang stop reving his shit at 9 AM,2026-02-21T16:40:38.531Z,37,1,🟡
Another car alarm.,2026-02-21T16:36:36.020Z,6,1,🟢
was sullies fine last night??,2026-02-21T16:15:10.522Z,6,1,🟢
can’t wait to gtfo of here,2026-02-21T15:51:44.018Z,16,1,🟢
Testing my limits with yak match,2026-02-21T15:44:26.910Z,5,1,🟢
Choose wisely,2026-02-21T14:35:36.016Z,9,1,🟢
What would u rather have?Gotta prove my hb wrong,2026-02-21T12:12:06.803Z,4,0,🟢
0 mlax is in the epstein files i heard,2026-02-21T11:04:34.928Z,27,1,🟢
THAT DAMN CAR ALARM AGAIN MAKE IT STOP ITS 2AM,2026-02-21T06:50:10.313Z,11,1,🟡
I want my roommates cat to bite our suitemates ankles already…,2026-02-21T05:20:14.906Z,18,1,🟢
Why is there a plastic bag of pads next to our kitchen sink…,2026-02-21T04:44:16.037Z,17,1,🟢
Men’s golf team is by far the best men’s team on campus. Love them,2026-02-21T04:05:55.255Z,6,1,🟢
who’s the best prof to do ethics capstone for?? only prof i know who i like from that realm is von thaden and he’s not holding a section… help!,2026-02-21T03:54:59.921Z,7,1,🟢
FUCK PEARSON!!!!!!!!!!!!,2026-02-21T03:37:49.096Z,28,1,🟡
where should i go tonight?,2026-02-21T03:31:45.331Z,8,1,🟢
Shooting my shot with my friend match this week,2026-02-21T03:20:46.117Z,17,1,🟢
ESPORTS ESPORTS ESPORTS,2026-02-21T02:59:59.552Z,14,1,🟢
Warde townhouses #4,2026-02-21T02:43:32.064Z,12,1,🟢
Men’s soccer it’s throwing !!,2026-02-21T02:42:31.157Z,23,1,🟢
!!BREAKING: Donald Platte has been found multiple times on the Epstein Files!!,2026-02-21T02:28:19.938Z,16,1,🟢
Hey whoever keeps asking for breakfast later on the mercyhurst dining page fuck you that’s by far their worst meal and we don’t want more breakfast for lunch and dinner,2026-02-21T02:03:23.416Z,67,0,🟡
NO WAY it’s snowing again?!?! What’s up with ERIE PA mane?,2026-02-21T01:36:50.971Z,29,1,🟢
only takes one man to change a girl forever btw,2026-02-21T01:31:38.072Z,50,1,🟢
What’s swipe tn,2026-02-21T01:18:33.350Z,0,1,🟢
Do I have to put my ninnies on the glass for our hockey team to kiss ⁉️⁉️⁉️⁉️⁉️⁉️,2026-02-21T01:16:17.747Z,47,1,🟢
TURN THE FUCKING ALARM OFF,2026-02-21T01:13:18.253Z,19,1,🟡
I’m about to slashes their tires if they don’t turn their alarm off,2026-02-21T01:11:15.237Z,22,1,🟢
anyone know a good place to get ur nails done? 💅,2026-02-21T00:50:17.456Z,3,1,🟢
little saint james here i come!,2026-02-21T00:46:49.901Z,0,1,🟢
I ain’t even do this match and it matched me,2026-02-21T00:10:46.080Z,3,1,🟢
"constant flirting with me and this guy in class, how do i get him to ask me out chat",2026-02-21T00:00:52.692Z,1,1,🟢
CANADA HERE WE COME,2026-02-20T22:41:44.876Z,11,1,🟢
just got yak matched,2026-02-20T22:13:05.935Z,67,1,🟢
WHOS GOING TO SULLYS,2026-02-20T21:15:56.273Z,17,1,🟢
"Just bought this, $14 for 4 beers, I better be able to taste Luke the laker through it",2026-02-20T21:00:50.071Z,44,1,🟢
s/o my yak match for replying to me right away lol we were in a stalemate,2026-02-20T20:54:11.982Z,41,1,🟢
Yik yak match dropped 🔥,2026-02-20T20:45:36.953Z,8,1,🟢
Ryan 4th floor is it that hard to pull the lint out of the dryer it takes like two seconds,2026-02-20T20:44:18.098Z,15,1,🟢
This WiFi is so ass bro,2026-02-20T20:36:29.830Z,1,0,🟡
Who parked like this ?,2026-02-20T20:13:06.819Z,24,1,🟢
Who th hell from Warren PA,2026-02-20T19:46:41.809Z,30,1,🟡
Clockey throwing tn. Be here or not. I don’t really care,2026-02-20T19:07:44.016Z,11,1,🟢
I fucking love trying to play the game and I’m at a steady fucking 2000 ping,2026-02-20T19:06:42.836Z,15,1,🟡
I can smell some of you from a mile away,2026-02-20T16:26:26.181Z,40,1,🟢
can the health center give me a note for missing a class due to illness?,2026-02-20T16:03:31.839Z,9,1,🟢
yoo I just saw someone fall down the stairs in old main,2026-02-20T16:00:52.736Z,157,1,🟢
"If you witnessed me fall down the stairs of old main, no you didn’t",2026-02-20T15:59:00.730Z,148,1,🟢
if yak friend match works today i’m telling ppl we met at a farmers market,2026-02-20T15:57:37.754Z,68,1,🟢
Genuine question because I don’t think I’ve met a single person who does….Do you like Mercyhurst?,2026-02-20T14:52:05.930Z,8,1,🟢
I love being told how stupid we are as a class after an exam in an 8am lecture.,2026-02-20T13:08:28.492Z,28,0,🟡
does hurst do saint paddy’s or are we lame with that too,2026-02-20T13:08:16.159Z,32,1,🟢
Im gonna get shit on for saying this but DO NOT PULL ALL NIGHTERS. They really don't work as well as u hope. U need sleep to process information. Study early in the morning after sleep so u at least have energy for them exam.,2026-02-20T05:10:51.909Z,40,0,🟡
Does anyone else in ryan not have any hot water?,2026-02-20T03:31:07.569Z,8,1,🟢
"I’m very happy Mark Zuckerberg was grilled in Congress for the way he operates his social media platforms. However, I think they should have went farther and addressed the mental health issues that they cause and demand that the platforms share algorithms",2026-02-20T03:30:05.457Z,12,1,🟢
"anyone that went to sullys tonight, were they strict?",2026-02-20T03:19:01.171Z,14,1,🟢
RIP to my baby daddy😭,2026-02-20T02:55:48.983Z,120,1,🟢
Bro how much of an idiot do you have to be to let your car alarm go off all day from 5 am,2026-02-20T02:53:59.841Z,70,0,🟡
My favorite thing is when Matt gives me two green beans and says cheers like he didn't just give me two fucking green beans,2026-02-20T02:49:37.423Z,88,1,🟡
baddie in grotto today,2026-02-20T02:48:56.936Z,20,1,🟢
eric dane died,2026-02-20T02:39:50.186Z,14,1,🟢
Seahawks assistant coach,2026-02-20T02:29:26.008Z,45,1,🟢
seahawks were rude asf FUCK that team holy shit and annoying as hell,2026-02-20T02:26:49.608Z,30,0,🟡
Im going to be putting baby chicks (plastic ones) around hurt tomorrow. Keep a eye out.,2026-02-20T02:17:01.688Z,21,1,🟢
Schneider trucks sounds like something you’d see in a Dan Schneider show since everything in those shows are named after him,2026-02-20T01:49:46.660Z,4,1,🟢
Why are my ex and I casually texting rn,2026-02-20T00:29:50.710Z,6,1,🟢
ryan shower with no hot water is a top 3 worst experience,2026-02-19T23:18:41.956Z,35,0,🟢
Why the fuck is there no hot water,2026-02-19T22:54:07.566Z,5,0,🟡
if anyone finds an id pls give it to police and safety,2026-02-19T21:48:00.990Z,13,1,🟢
"Been feeling depressed, had to dust off this gem.",2026-02-19T21:33:32.502Z,12,0,🟢
USA USA USA,2026-02-19T20:56:08.990Z,20,1,🟢
Why is Alice In Chains so good?,2026-02-19T20:48:14.752Z,44,1,🟢
is everything about sullys true? should we pop out this weekend or nah,2026-02-19T20:42:52.402Z,-3,1,🟢
the day before a concert youve been waiting for for months im shaking with excitement rn,2026-02-19T20:28:05.338Z,20,1,🟢
Real question: Why the fuck do you guys respond to a discussion post that already has 7 replies yet there are multiple other posts with no replies at all,2026-02-19T20:27:26.537Z,54,0,🟡
is sullies the move this weekend???,2026-02-19T20:24:44.727Z,32,1,🟢
anyone know where i can get a lobotomy,2026-02-19T19:48:03.169Z,96,1,🟢
y'all not ready for my battle of the bands set,2026-02-19T19:18:17.177Z,14,1,🟢
if anyone finds a silver flower bracelet help a gal out,2026-02-19T18:48:16.197Z,6,1,🟢
matt is out here serving kids meals to college students,2026-02-19T18:46:58.538Z,57,1,🟢
What happened to the hot water in Ryan? I wanted to bake myself in the shower,2026-02-19T18:46:40.026Z,6,1,🟢
What is that annoying sound up by Briggs hall? It’s been going on since yesterday,2026-02-19T18:45:47.434Z,1,0,🟢
do suitemates ever shut the fuck up,2026-02-19T18:44:13.994Z,3,0,🟡
"grotto needs to be more careful with labeling their food and desserts, especially with things containing nuts. it’s one of the most severe allergies to have and to mislabel something is really irresponsible on their end.",2026-02-19T18:39:57.620Z,63,1,🟢
Whomever is playing clocks on the piano by Coldplay you are absolutely having me ascend to heaven,2026-02-19T17:57:08.074Z,54,1,🟢
That Canadian on the football team is so annoying,2026-02-19T17:18:30.558Z,21,0,🟢
using yak match unironically because it is getting to that point,2026-02-19T16:54:48.153Z,86,1,🟢
doing girlfriend responsibilities on a situationship budget 😒,2026-02-19T16:24:53.442Z,71,1,🟢
Is Platte the only CIS-220 teacher? (Computer Org),2026-02-19T15:23:27.746Z,9,1,🟢
it’s actually so funny how some of yall will claim to be children of god yet are also trump supporters,2026-02-19T14:55:31.816Z,126,1,🟢
Whoever’s car alarm has been going off for the past 5 hours I hope you get hit by a car,2026-02-19T14:33:25.200Z,46,0,🟡
Too much love not enough hate,2026-02-19T14:30:05.787Z,28,1,🟢
Campus looks like silent hill,2026-02-19T14:29:04.662Z,72,1,🟢
White Honda CRV on Wayne stfuuuu,2026-02-19T14:28:54.061Z,19,1,🟢
i forgot how big sidewalks were,2026-02-19T14:26:16.626Z,82,0,🟢
"If you saw me literally fall out of my boot leaving old main, no you didn’t.",2026-02-19T14:08:36.222Z,24,1,🟢
Baldwin what you want to wake up to today!!! 8am lift😁,2026-02-19T12:54:14.973Z,28,1,🟢
oh my GOD. I’m going to crash the fuck out guys. I’m so close to going outside and smashing up that car,2026-02-19T12:44:27.890Z,21,0,🟡
who’s fuck ass car alarm is going off by townhomes bro cmon,2026-02-19T12:32:05.113Z,70,1,🟡
Whoever’s car alarm that has been going off SINCE 5am shut it tf upppppp I’m actually abt to crash out.,2026-02-19T12:31:26.155Z,73,0,🟢
TURN OFF UR FUCKING CAR ALARM GOD,2026-02-19T10:55:58.626Z,46,1,🟡
W car alarm at 5:30am,2026-02-19T10:29:16.333Z,35,1,🟢
"“Hi welcome to Taco Bell.” “Ok lemme get the bbq bacon burger.”
 “We don’t have that.” 
“Wtf you have then.”
 “Da Saturn burger.”",2026-02-19T06:16:45.375Z,0,1,🟢
Fat bitch stole my ice cream in Baldwin,2026-02-19T04:32:12.169Z,55,0,🟡
who up yiking their yak,2026-02-19T03:51:26.643Z,23,1,🟡
need a hot makeout sesh with my campus crush rn,2026-02-19T03:10:12.310Z,68,1,🟢
Guys if a girl has a picture with her bf anywhere on any social media just don’t add her anywhere that just shows the kind of person you are,2026-02-19T02:54:37.591Z,27,1,🟢
anyone else get so comfy in your blankets you start kickin your feet,2026-02-19T02:41:08.659Z,109,1,🟢
"Whoever took up three washers and then proceeded to take up three dryers in duval for very few clothing items, don’t you know that upwards of 96 people also use them?",2026-02-19T02:15:38.823Z,20,1,🟢
To the lax guy that stopped his teammates mid walk coming back from practice so I could get to into my building THANK YOU!,2026-02-19T02:01:26.586Z,18,1,🟢
So who’s throwing this weekend since sullys ain’t the move?,2026-02-19T01:20:38.399Z,23,1,🟢
who invited carl from san francisco rn,2026-02-19T00:20:45.865Z,5,1,🟢
going to classes and then taking a lovely nap after,2026-02-18T22:48:59.655Z,129,1,🟢
My roommate is a nightmare 😭they just got mad at me for typing too loud while they were trying to nap… I have a paper to write bitch,2026-02-18T22:29:14.019Z,30,0,🟡
Can someone explain Sullivans situation,2026-02-18T20:48:36.024Z,37,1,🟢
Never mind I don’t want to be a nurse. Taking applications for new majors,2026-02-18T20:41:46.359Z,45,0,🟢
JACCCCCOBS is gonna be so hot on stage for laker showdown  because he’s the big scary host 🤭😝😝,2026-02-18T20:39:43.186Z,7,0,🟢
Who in baldwin is smoking that za and don't even have the courtesy to share smh,2026-02-18T20:30:32.609Z,34,0,🟢
so much negativity on the yak… spread love fellas,2026-02-18T20:29:44.712Z,30,1,🟢
Sullies this sullies that is so cringe😂😂🥀 such a trash bar it makes me giggle how people talk about it like it’s Jerusalem,2026-02-18T20:29:26.972Z,26,1,🟢
That new quarterback has such a huge ego,2026-02-18T20:29:24.088Z,25,1,🟢
Hmmmm have u ever tried the tutoring center?,2026-02-18T20:15:08.321Z,30,1,🟢
Brian Sheridan is the best dude the Hurst has,2026-02-18T20:09:10.787Z,54,1,🟢
Any females looking for a roommate to have in Ryan next semester?,2026-02-18T19:35:15.651Z,-1,1,🟢
Anyone else in Ryan have no hot water,2026-02-18T19:16:45.706Z,23,1,🟢
I heard you can get unbanned from sullys if you send the manager a dick pic?? This true or what,2026-02-18T19:07:51.876Z,53,1,🟡
Sullies friday???,2026-02-18T19:01:18.781Z,27,1,🟢
"I just got videos sent to me of snapchats sent by Drew Schultz, manager of Sullivans, asking for a nude video in return for money from a customer. And yall still wanna party at Sullys smh",2026-02-18T18:53:01.134Z,47,0,🟢
Actually a bit excited for Yak match friday. Not romantically. But I hope to meet some new people to become friends,2026-02-18T18:37:24.421Z,91,1,🟢
I work at sullivans and there’s too much propaganda on this app. Sullys is fine !!!,2026-02-18T18:25:14.330Z,17,1,🟢
There’s nothing wrong with sullies!!!!!!!!! I am the managers cousin I would know!!!!!!! All drinks are 50% off all weekend!!!!,2026-02-18T18:25:10.613Z,9,0,🟢
Sully’s this weekend!!!! Gonna be a movie,2026-02-18T18:23:11.332Z,12,1,🟢
Can people on Lewis please pick up their shit after their dogs? I’ve almost stepped in three piles,2026-02-18T16:53:22.751Z,31,1,🟡
NEW SULLIES UPDATE ‼️‼️,2026-02-18T16:44:32.790Z,115,1,🟢
I also heard the owner of Sullys knew about all of the sexual harassment and drugging??? Anyone know if this is true????,2026-02-18T16:37:20.462Z,24,0,🟢
"Hey pal, If you ever throw shade towards my boy chef Art’s cooking again…this will end very badly for you. He is The Grotto Goat",2026-02-18T16:32:47.241Z,11,0,🟢
Just because you write in all caps doesn’t mean I give two steamy shits,2026-02-18T16:25:18.964Z,14,1,🟡
Now who tf hit my friends car on Lewis and didn’t leave a note or anything. What is with you guys and being incapable of parking without hitting another car or leaving a large gap. Get it together 😒,2026-02-18T16:23:29.495Z,47,0,🟢
Did it just white knight the entire campus? Apologies it I misjudged your power,2026-02-18T16:18:41.621Z,21,1,🟢
more evidence came thru on sullys manager‼️‼️ if you have been a victim please come forward!!,2026-02-18T16:14:07.272Z,24,1,🟢
what time in morning does ryan stop serving omelettes,2026-02-18T15:39:19.703Z,10,1,🟢
you guys had 18+ years to develop your spatial awareness and some of yall don’t act like it,2026-02-18T15:22:10.879Z,101,1,🟢
how is everyone still wearing huge jackets 😭i'm wearing shorts and still sweating,2026-02-18T14:50:58.032Z,19,0,🟢
redmond be teaching to the three people who already know the material,2026-02-18T14:49:35.335Z,13,1,🟢
they be putting roids in them ryan grapes,2026-02-18T13:51:53.029Z,18,1,🟢
What if one day I just climbed to the top of Mount Everest and never climbed back down.,2026-02-18T13:40:29.867Z,22,0,🟢
to the guy yelling on Briggs…STFU. It’s not that hard to get your car out.,2026-02-18T06:12:44.279Z,14,0,🟢
If you’re the guy yelling on Briggs rn…I fucking hate you,2026-02-18T06:10:10.644Z,13,0,🟡
guys what is happening at sullivan’s 😭,2026-02-18T06:06:42.490Z,42,1,🟢
"wondering if my yak match is also home studying, looking out at the same stars I am🤔",2026-02-18T04:27:44.016Z,94,1,🟢
"Whoever threw out their Xbox one S on the lawn of Lewis, thanks for the 1TB HDD",2026-02-18T04:27:05.617Z,9,1,🟢
Sullivans is like eries own Epstein island.. and the manager is Epstein himself,2026-02-18T04:03:12.506Z,92,1,🟢
anyone else get free drinks by sending dick pics to the sullys manager or just me?,2026-02-18T04:00:29.247Z,18,1,🟡
"DO NOT GO SULLIVANS THIS WEEKEND. BOYCOT THE BAR, SHADY SHIT HAPPENING BEHIND THE SCENES RN. YOU DONT WANT TO BE THERE WHEN SHIT GOES DOWN.",2026-02-18T03:56:40.673Z,55,0,🟡
When do they turn the radiators off on Lewis? Its so unreasonably warm in my apartment,2026-02-18T03:38:46.682Z,13,1,🟢
Somebody come get yo gurl…and by girl I mean your fucking car alarm. Shits annoying asf,2026-02-18T03:17:57.493Z,24,0,🟡
for lent i think im just giving up,2026-02-18T03:17:29.945Z,123,1,🟢
the ryan hall slosher is at it again,2026-02-18T03:16:36.609Z,3,1,🟢
who’s car alarm has been going off for 5+ minutes…,2026-02-18T03:16:35.370Z,12,1,🟢
4009 RN!!!!!!!!!!!!!!!!!!!!! BIG RAGER FOR THE DUB!!!!!!!!!!! -Chase Petschke #0,2026-02-18T03:07:07.308Z,17,1,🟢
Should i call him no caller id?,2026-02-18T02:47:41.806Z,23,1,🟢
I love dancing around my room,2026-02-18T02:32:06.173Z,42,1,🟢
bro who’s that little boy that’s always in warde wearing red,2026-02-18T01:43:40.707Z,20,1,🟢
!!!!,2026-02-18T01:30:52.404Z,10,1,🟢
boycotting sullivans since its run by a man who solicits nude photos for free drinks and he gets to keep his job but everyone else got fired 🤪🤪,2026-02-18T01:30:18.654Z,94,0,🟢
"Heard that Sullivans is cleaning house, smh. Rip to my favorite bartenders, hope yall are doing okay out there",2026-02-18T01:13:55.573Z,28,0,🟢
this shit was so peak,2026-02-18T00:28:55.719Z,107,0,🟡
Appreciate Dr. Brown sm he let me take a quiz tmr instead of today,2026-02-17T22:40:17.209Z,21,1,🟢
The fucking plague got me,2026-02-17T22:06:14.089Z,26,1,🟡
LFG MLAX!! Woooo !!!,2026-02-17T22:04:42.370Z,5,1,🟢
Love me some bloody chicken at the grotto,2026-02-17T21:46:35.628Z,39,1,🟢
what’s the swipe at night @501 this week?,2026-02-17T21:41:15.257Z,1,1,🟢
Any cyber and intel majors already burned out?,2026-02-17T21:37:19.601Z,51,1,🟢
what's dinner at ryan tn,2026-02-17T21:35:06.826Z,14,1,🟢
"men grow a pair and ask me out pls, i refuse to be the man but yes i want you",2026-02-17T21:29:55.775Z,25,1,🟢
"The sun is shining in the sky, there ain’t a cloud in sight",2026-02-17T21:07:52.835Z,16,1,🟢
"the sun is shining, not a single white person cooked in the grotto today, and the side walks were cleared. today is a good day 😚",2026-02-17T20:07:26.605Z,88,1,🟢
did anybody find a keycard in ryan,2026-02-17T20:01:10.869Z,4,1,🟢
I’m so sick rn but I know my prof won’t excuse my absence,2026-02-17T19:17:10.668Z,20,0,🟢
What is film appreciation like with B. Sheridan?,2026-02-17T18:39:43.093Z,8,1,🟢
BALDWIN PUT A TIMER ON YOUR LAUNDRY HOLY SHIT,2026-02-17T18:27:49.268Z,2,1,🟡
she gon call me baby boo,2026-02-17T18:25:38.391Z,31,1,🟢
"And on the bottom of the pyramid, Sidney Rice. Pick up your dog’s shit.",2026-02-17T18:25:07.489Z,92,1,🟡
Platte test today 🥀,2026-02-17T17:26:10.922Z,42,1,🟢
“Well it all started when your grandma and I met on yak match”,2026-02-17T17:22:47.769Z,123,1,🟢
Good luck to all on the Platte test. You need 100% of your study power.,2026-02-17T17:09:15.461Z,44,1,🟢
Rip bros already ticketing Lewis,2026-02-17T13:51:04.773Z,3,1,🟢
Oooo I’m football players and I think it’s ok to stand in front of the cereal and toasted the whole time my omelet is being made so no one else can get breakfast oooo,2026-02-17T12:59:02.211Z,78,1,🟢
Petition to put red bulls in the drink vending machines,2026-02-17T12:51:05.586Z,81,1,🟢
I love going to the bathroom and as I push it pops my lower back,2026-02-17T11:50:01.897Z,14,1,🟢
The ungodly amounts of dog shit unearthed by the melting snow makes me happy I didn’t build a snowman,2026-02-17T06:25:13.213Z,41,1,🟡
Anyone got the Ryan hall bedroom wall paint color 😅,2026-02-17T06:23:48.075Z,14,1,🟢
